LAMMPS (2 Aug 2023)
Lattice spacing in x,y,z = 5.5392 5.5392 5.5392
Created orthogonal box = (0 0 0) to (110.784 110.784 110.784)
  1 by 2 by 2 MPI processor grid
Created 64000 atoms
  using lattice units in orthogonal box = (0 0 0) to (110.784 110.784 110.784)
  create_atoms CPU = 0.004 seconds
32000 atoms in group Ba
32000 atoms in group O
WARNING: 23463 of 50000 force values in table Vash_11 are inconsistent with -dE/dr.
WARNING:  Should only be flagged at inflection points (../pair_table.cpp:466)
WARNING: 43814 of 50000 distance values in table 1e-06 with relative error
WARNING:  over Vash_11 to re-computed values (../pair_table.cpp:474)
WARNING: 23576 of 50000 force values in table Vash_12 are inconsistent with -dE/dr.
WARNING:  Should only be flagged at inflection points (../pair_table.cpp:466)
WARNING: 43814 of 50000 distance values in table 1e-06 with relative error
WARNING:  over Vash_12 to re-computed values (../pair_table.cpp:474)
WARNING: 23794 of 50000 force values in table Vash_22 are inconsistent with -dE/dr.
WARNING:  Should only be flagged at inflection points (../pair_table.cpp:466)
WARNING: 43814 of 50000 distance values in table 1e-06 with relative error
WARNING:  over Vash_22 to re-computed values (../pair_table.cpp:474)
Generated 0 of 1 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 8 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 11
  ghost atom cutoff = 11
  binsize = 5.5, bins = 21 21 21
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair table, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.001
Per MPI rank memory allocation (min/avg/max) = 16.41 | 16.41 | 16.41 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press          Volume    
    104000   2294.3303     -227151.99      0             -208172.1       74195.373      1402629.6    
    104500   2288.983      -227151.99      0             -208216.33      73767.527      1402826.4    
    105000   2291.2292     -227175.99      0             -208221.75      73254.274      1403022.7    
    105500   2302.1453     -227230.06      0             -208185.51      73609.584      1403218.6    
    106000   2292.7295     -227085.26      0             -208118.61      74080.901      1403414.1    
    106500   2309.1824     -227139.88      0             -208037.12      73749.354      1403609.2    
    107000   2301.3229     -227001.6       0             -207963.86      74418.578      1403803.8    
    107500   2314.7993     -227067.41      0             -207918.18      74159.034      1403998.2    
    108000   2313.2093     -227049.75      0             -207913.68      74217.004      1404192.1    
    108500   2301.5168     -226990.43      0             -207951.09      74129.925      1404385.8    
    109000   2298.4066     -227033.53      0             -208019.92      73746.177      1404579.1    
    109500   2293.5825     -227074.21      0             -208100.5       73739.933      1404772.1    
    110000   2290.347      -227119.17      0             -208172.23      73341.87       1404964.8    
    110500   2284.9436     -227116.41      0             -208214.17      73034.992      1405157.1    
    111000   2293.5564     -227190.7       0             -208217.21      72933.122      1405349.1    
    111500   2294.6171     -227162.31      0             -208180.04      72804.249      1405540.7    
    112000   2286.4452     -227024.06      0             -208109.4       73346.94       1405732.1    
    112500   2307.7275     -227119.77      0             -208029.05      72856.455      1405923.1    
    113000   2309.6739     -227066.43      0             -207959.61      73164.975      1406113.8    
    113500   2313.1586     -227056.29      0             -207920.64      73140.799      1406304.3    
    114000   2311.5611     -227043.82      0             -207921.39      73152.501      1406494.6    
    114500   2307.0535     -227045.5       0             -207960.36      72909.534      1406684.6    
    115000   2298.6634     -227043.58      0             -208027.84      72880.518      1406874.4    
    115500   2292.1909     -227066.47      0             -208104.27      72469.762      1407063.9    
    116000   2286.1261     -227081.89      0             -208169.87      72468.452      1407253.2    
    116500   2295.7599     -227198.25      0             -208206.53      71776.717      1407442.2    
    117000   2296.2102     -227201.59      0             -208206.15      71976.588      1407630.9    
    117500   2296.3685     -227163.78      0             -208167.02      72079.338      1407819.4    
    118000   2287.6644     -227024.5       0             -208099.75      72241.498      1408007.6    
    118500   2305.1887     -227091.29      0             -208021.57      72093.621      1408195.6    
    119000   2308.6412     -227053.58      0             -207955.3       72269.157      1408383.4    
    119500   2313.2923     -227054.51      0             -207917.75      72168.571      1408571      
    120000   2301.5734     -226959.21      0             -207919.4       72415.742      1408758.5    
    120500   2302.2181     -227003.33      0             -207958.19      72180.068      1408945.7    
    121000   2305.1544     -227092.77      0             -208023.33      71999.23       1409132.7    
    121500   2294.2221     -227075.11      0             -208096.11      71611.589      1409319.6    
    122000   2295.9022     -227149.65      0             -208156.75      71409.171      1409506.2    
    122500   2294.3389     -227169.4       0             -208189.44      71065.38       1409692.7    
    123000   2289.8487     -227129.44      0             -208186.62      71372.886      1409878.9    
    123500   2303.9341     -227206.71      0             -208147.37      71196.407      1410064.9    
    124000   2309.4472     -227188.78      0             -208083.83      71223.137      1410250.7    
    124500   2299.2381     -227034.81      0             -208014.31      71418.885      1410436.3    
    125000   2305.1812     -227026.08      0             -207956.42      71625.854      1410621.7    
    125500   2308.8799     -227026.07      0             -207925.81      71557.866      1410807      
    126000   2303.4222     -226985.12      0             -207930.02      71722.999      1410992.1    
    126500   2309.9112     -227076.75      0             -207967.96      71235.901      1411177.1    
    127000   2294.8242     -227013.92      0             -208029.94      71226.613      1411361.9    
    127500   2296.3161     -227093.4       0             -208097.08      71040.949      1411546.5    
    128000   2299.5788     -227175.8       0             -208152.49      70573.397      1411731      
    128500   2296.7507     -227181.81      0             -208181.89      70456.642      1411915.2    
    129000   2298.3049     -227188.21      0             -208175.43      70410.421      1412099.3    
    129500   2298.2164     -227148.15      0             -208136.11      70366.758      1412283.2    
    130000   2296.4017     -227067.73      0             -208070.7       70736.928      1412466.9    
    130500   2301.243      -227035.26      0             -207998.18      70636.49       1412650.4    
    131000   2306.0276     -227014.71      0             -207938.05      70721.822      1412833.8    
    131500   2312.9437     -227040.21      0             -207906.34      70642.239      1413017.1    
    132000   2301.7946     -226952.28      0             -207910.64      70997.573      1413200.2    
    132500   2299.8381     -226976.04      0             -207950.58      70741.352      1413383.1    
    133000   2302.5994     -227062.59      0             -208014.29      70343.192      1413566      
    133500   2294.3527     -227067.33      0             -208087.25      70415.809      1413748.7    
    134000   2294.4108     -227130.19      0             -208149.63      69649.556      1413931.2    
    134500   2295.139      -227170.09      0             -208183.5       69771.289      1414113.5    
    135000   2295.5664     -227169.68      0             -208179.56      69510.051      1414295.7    
    135500   2297.7232     -227146.01      0             -208138.05      69644.647      1414477.7    
    136000   2300.4697     -227101.14      0             -208070.46      69695.976      1414659.5    
    136500   2307.3231     -227083.61      0             -207996.23      69757.027      1414841.1    
    137000   2309.6658     -227039.18      0             -207932.42      69789.411      1415022.7    
    137500   2307.6085     -226987.18      0             -207897.44      69944.977      1415204      
    138000   2307.9792     -226992.44      0             -207899.63      69773.691      1415385.3    
    138500   2311.5477     -227061.38      0             -207939.06      69562.523      1415566.4    
    139000   2304.6763     -227068.15      0             -208002.67      69655.456      1415747.4    
